Edges,Nodes,Density,Components,Min_spl,Max_spl,Median_spl,Mean_spl,Sd_spl,Min_bc,Max_bc,Median_bc,Mean_bc,Sd_bc,Min_cc,Max_cc,Median_cc,Mean_cc,Sd_cc,Min_dc,Max_dc,Median_dc,Mean_dc,Sd_dc
3865,1959,0.001,77,0,44,12,12.017,0.71,0,0.385,0.001,0.005,0.018,0,0.163,0.082,0.081,0.023,0,0.047,0.001,0.002,0.002
1419,720,0.002,52,0,24,10,9.672,0.596,0,0.346,0.006,0.011,0.023,0,0.165,0.092,0.089,0.025,0,0.036,0.005,0.005,0.003
1066,611,0.002,145,0,48,16,16.436,7.727,0,0.239,0.005,0.017,0.027,0,0.125,0.045,0.045,0.023,0,0.034,0.004,0.005,0.003
1536,797,0.002,111,0,37,12,12.852,5.103,0,0.212,0.004,0.012,0.021,0,0.13,0.071,0.066,0.026,0,0.046,0.003,0.004,0.002
361,222,0.007,117,0,30,8,10.465,6.77,0,0.17,0.003,0.016,0.032,0,0.136,0.035,0.041,0.026,0,0.104,0.013,0.014,0.01
5765,2882,0,343,0,36,12,11.971,3.778,0,0.188,0.001,0.003,0.01,0,0.133,0.08,0.075,0.024,0,0.023,0.001,0.001,0.001
1374,791,0.002,276,0,32,11,11.29,5.492,0,0.082,0,0.004,0.011,0,0.083,0.038,0.033,0.02,0,0.044,0.003,0.004,0.004
546,292,0.006,73,0,19,8,8.148,3.144,0,0.294,0.004,0.016,0.034,0,0.147,0.09,0.081,0.032,0,0.127,0.013,0.012,0.011
2425,1357,0.001,383,0,38,14,14.036,5.118,0,0.206,0.001,0.006,0.014,0,0.115,0.056,0.048,0.025,0,0.025,0.002,0.002,0.002
3038,1547,0.001,177,0,36,11,11.884,4.116,0,0.208,0.002,0.006,0.015,0,0.144,0.082,0.076,0.028,0,0.023,0.001,0.002,0.002
2204,1187,0.001,65,0,33,14,14.173,4.691,0,0.403,0.002,0.01,0.025,0,0.135,0.067,0.065,0.018,0,0.099,0.002,0.003,0.004
78,66,0.018,65,0,12,3,3.504,2.594,0,0.037,0.001,0.005,0.009,0,0.091,0.034,0.033,0.022,0,0.061,0.03,0.036,0.017
8211,3888,0,887,0,39,11,11.684,3.655,0,0.438,0,0.002,0.014,0,0.217,0.076,0.069,0.033,0,0.093,0,0.001,0.002
1072,531,0.003,129,0,30,6,7.201,3.899,0,0.42,0.001,0.005,0.027,0,0.222,0.097,0.076,0.051,0,0.198,0.007,0.007,0.012
6818,3085,0,261,0,36,9,9.235,2.911,0,0.273,0,0.002,0.011,0,0.186,0.105,0.101,0.028,0,0.047,0.001,0.001,0.002
3559,1570,0.001,77,0,30,10,10.279,3.481,0,0.313,0.002,0.005,0.016,0,0.164,0.097,0.093,0.023,0,0.047,0.002,0.002,0.003
126,88,0.016,51,0,20,6,5.886,3.446,0,0.123,0.005,0.018,0.027,0,0.141,0.05,0.056,0.038,0,0.068,0.034,0.032,0.014
576,314,0.005,62,0,26,9,9.597,3.784,0,0.274,0.009,0.019,0.031,0,0.143,0.087,0.076,0.036,0,0.06,0.009,0.011,0.006
948,476,0.004,83,0,24,8,7.263,1.138,0,0.377,0.004,0.011,0.029,0,0.188,0.096,0.088,0.038,0,0.105,0.006,0.008,0.009
52,45,0.026,44,0,9,2,2.338,1.883,0,0.02,0.002,0.004,0.005,0,0.12,0.036,0.04,0.027,0,0.09,0.045,0.052,0.022
65,56,0.021,46,0,9,1.25,1.768,0.701,0,0.091,0,0.008,0.017,0,0.165,0.028,0.05,0.043,0,0.127,0.036,0.042,0.026
11283,5993,0,1268,0,67,13,14.854,6.947,0,0.308,0,0.001,0.007,0,0.141,0.057,0.049,0.029,0,0.037,0,0,0.001
1063,623,0.002,290,0,40,10,10.913,4.944,0,0.199,0.001,0.006,0.014,0,0.154,0.045,0.037,0.031,0,0.086,0.004,0.005,0.004
875,512,0.003,91,0,47,14,15.48,8.036,0,0.237,0.006,0.022,0.04,0,0.103,0.06,0.054,0.022,0,0.058,0.005,0.006,0.004
5468,2692,0,106,0,35,12,11.832,0.604,0,0.482,0.001,0.003,0.015,0,0.164,0.082,0.082,0.022,0,0.06,0.001,0.001,0.002
17441,8158,0,1739,0,667,11,12.87,19.11,0,0.202,0,0,0.005,0,0.13,0.068,0.058,0.031,0,0.036,0,0,0.001
2093,1011,0.002,120,0,28,9,9.013,0.657,0,0.323,0.002,0.007,0.022,0,0.182,0.097,0.09,0.033,0,0.07,0.003,0.004,0.004
252,138,0.013,41,0,21,7,7.974,3.895,0,0.203,0.019,0.031,0.038,0,0.186,0.088,0.081,0.046,0,0.072,0.029,0.026,0.011
1014,557,0.003,105,0,30,13,12.568,4.815,0,0.325,0.007,0.016,0.032,0,0.118,0.068,0.064,0.024,0,0.032,0.005,0.006,0.003
1948,982,0.002,80,0,39,11,11.106,0.98,0,0.238,0.003,0.009,0.02,0,0.136,0.08,0.075,0.026,0,0.053,0.003,0.004,0.004
398,247,0.006,68,0,30,11,11.49,5.841,0,0.194,0.009,0.025,0.039,0,0.148,0.056,0.059,0.037,0,0.056,0.012,0.013,0.006
5081,2775,0,589,0,44,14,14.512,5.353,0,0.16,0.001,0.003,0.01,0,0.136,0.058,0.055,0.023,0,0.039,0.001,0.001,0.001
2645,1200,0.001,50,0,27,11,10.958,3.842,0,0.287,0.002,0.007,0.022,0,0.162,0.096,0.092,0.023,0,0.133,0.002,0.003,0.006
408,254,0.006,57,0,29,11,11.134,4.954,0,0.284,0.007,0.026,0.041,0,0.128,0.07,0.061,0.032,0,0.035,0.011,0.012,0.005
10761,4977,0,207,0,35,12,11.903,3.787,0,0.42,0,0.002,0.012,0,0.199,0.085,0.083,0.021,0,0.062,0,0,0.001
1945,1049,0.001,180,0,34,14,13.547,4.575,0,0.116,0.004,0.008,0.013,0,0.116,0.063,0.057,0.025,0,0.033,0.002,0.003,0.002
223,151,0.009,38,0,28,11,11.274,5.448,0,0.232,0.007,0.044,0.057,0,0.113,0.064,0.058,0.026,0,0.04,0.02,0.019,0.007
1776,1023,0.001,257,0,37,12,12.932,5.085,0,0.275,0.002,0.008,0.019,0,0.121,0.064,0.057,0.029,0,0.036,0.002,0.003,0.002
3287,1571,0.001,116,0,35,12.5,12.372,0.963,0,0.169,0.002,0.006,0.013,0,0.13,0.069,0.067,0.024,0,0.021,0.002,0.002,0.001
2151,1001,0.002,134,0,37,9,8.916,3.29,0,0.229,0.001,0.006,0.019,0,0.175,0.099,0.092,0.031,0,0.063,0.004,0.004,0.005
908,504,0.003,61,0,33,10,10.588,4.28,0,0.333,0.007,0.015,0.03,0,0.146,0.088,0.082,0.028,0,0.039,0.005,0.007,0.004
20082,8662,0,3524,0,78,14,14.643,5.722,0,0.122,0,0,0.003,0,0.162,0.04,0.032,0.023,0,0.038,0,0,0.001
1731,848,0.002,88,0,28,10,10.436,3.599,0,0.355,0.003,0.009,0.023,0,0.167,0.089,0.086,0.027,0,0.061,0.004,0.004,0.004
438,256,0.006,45,0,31,11,11.248,5.303,0,0.313,0.012,0.03,0.048,0,0.157,0.073,0.071,0.034,0,0.054,0.011,0.013,0.006
306,195,0.008,78,0,30,10,10.371,5.153,0,0.125,0.004,0.02,0.03,0,0.093,0.052,0.043,0.026,0,0.03,0.015,0.016,0.005
1057,624,0.002,173,0,48,15,12.97,2.956,0,0.232,0.002,0.015,0.032,0,0.1,0.05,0.043,0.023,0,0.064,0.004,0.005,0.004
1626,832,0.002,99,0,28,10,10.051,3.519,0,0.274,0.004,0.009,0.024,0,0.163,0.091,0.088,0.026,0,0.043,0.003,0.004,0.003
12380,7026,0,1882,0,58,15,15.816,5.743,0,0.21,0,0.001,0.006,0,0.144,0.047,0.04,0.024,0,0.029,0,0,0
351,219,0.007,72,0,25,10,9.876,5.118,0,0.109,0.002,0.012,0.021,0,0.109,0.034,0.035,0.02,0,0.045,0.013,0.014,0.005
319,289,0.003,230,0,17,4,4.913,3.696,0,0.005,0,0,0,0,0.049,0.006,0.006,0.006,0,0.038,0.006,0.007,0.004
218,162,0.008,81,0,60,17,18.855,12.563,0,0.21,0.026,0.053,0.061,0,0.086,0.029,0.03,0.014,0,0.068,0.015,0.016,0.007
4959,2270,0,306,0,39,9,9.115,3.132,0,0.228,0,0.002,0.011,0,0.162,0.096,0.088,0.032,0,0.045,0.001,0.001,0.002
753,410,0.004,61,0,34,11,11.702,5.152,0,0.31,0.009,0.021,0.037,0,0.133,0.077,0.073,0.028,0,0.048,0.007,0.008,0.005
242,165,0.008,74,0,25,10,10.083,5.455,0,0.159,0.003,0.019,0.032,0,0.087,0.037,0.037,0.022,0,0.048,0.018,0.017,0.006
17647,7841,0,837,0,32,10,10.381,3.093,0,0.262,0,0.001,0.007,0,0.169,0.09,0.085,0.03,0,0.036,0,0,0.001
2264,1074,0.001,63,0,24,10,9.904,3.195,0,0.312,0.003,0.007,0.019,0,0.174,0.1,0.095,0.025,0,0.053,0.003,0.003,0.003
5575,2345,0.001,240,0,31,8,8.378,3.111,0,0.246,0,0.002,0.013,0,0.199,0.116,0.109,0.033,0,0.09,0.001,0.002,0.004
16034,7471,0,705,0,70,13,15.5,8.598,0,0.48,0,0.001,0.009,0,0.179,0.063,0.058,0.024,0,0.037,0,0,0
3151,1662,0.001,612,0,56,19,20.364,9.411,0,0.244,0.001,0.006,0.018,0,0.145,0.034,0.028,0.017,0,0.086,0.001,0.002,0.002
268,158,0.01,41,0,25,8,8.033,1.757,0,0.361,0.013,0.034,0.062,0,0.253,0.066,0.072,0.048,0,0.222,0.019,0.021,0.019
1374,812,0.002,254,0,36,12,10.615,1.671,0,0.275,0.002,0.009,0.02,0,0.111,0.058,0.051,0.029,0,0.043,0.003,0.004,0.003
1971,1005,0.001,128,0,43,11,11.661,4.497,0,0.22,0.003,0.008,0.018,0,0.123,0.076,0.072,0.023,0,0.035,0.002,0.003,0.003
261,163,0.009,36,0,23,8,8.273,3.52,0,0.231,0.016,0.03,0.039,0,0.141,0.092,0.082,0.037,0,0.061,0.018,0.019,0.008
78,65,0.018,53,0,9,3,3.145,2.126,0,0.021,0.002,0.004,0.005,0,0.09,0.038,0.036,0.021,0,0.062,0.031,0.037,0.017
3217,1666,0.001,152,0,30,11,10.611,0.706,0,0.364,0.002,0.005,0.015,0,0.148,0.083,0.081,0.025,0,0.051,0.001,0.002,0.002
173,114,0.013,38,0,20,7,5.94,1.248,0,0.211,0.008,0.033,0.042,0,0.143,0.08,0.071,0.036,0,0.079,0.026,0.026,0.011
5119,2307,0,458,0,50,15,14.346,1.507,0,0.236,0.001,0.004,0.013,0,0.119,0.056,0.051,0.025,0,0.084,0.001,0.001,0.003
292,173,0.009,56,0,27,9,9.294,4.537,0,0.252,0.011,0.028,0.038,0,0.142,0.07,0.068,0.037,0,0.069,0.017,0.019,0.009
7228,3313,0,258,0,36,9,9.296,2.892,0,0.284,0,0.002,0.011,0,0.186,0.105,0.101,0.027,0,0.053,0.001,0.001,0.002
1389,837,0.001,256,0,33,14,14.083,5.262,0,0.234,0.003,0.009,0.019,0,0.089,0.05,0.046,0.02,0,0.019,0.003,0.003,0.002
6935,3209,0,225,0,32,10,10.31,0.49,0,0.292,0,0.002,0.011,0,0.169,0.092,0.087,0.025,0,0.037,0,0.001,0.001
11283,5993,0,1268,0,67,13,14.854,6.947,0,0.308,0,0.001,0.007,0,0.141,0.057,0.049,0.029,0,0.037,0,0,0.001
1769,952,0.001,180,0,39,13,13.199,5.174,0,0.226,0.002,0.009,0.021,0,0.118,0.067,0.06,0.03,0,0.03,0.003,0.003,0.002
7197,3309,0,267,0,36,9,9.28,2.895,0,0.294,0,0.002,0.011,0,0.187,0.105,0.101,0.027,0,0.054,0.001,0.001,0.002
3098,1711,0.001,285,0,41,13,13.659,5.024,0,0.233,0.001,0.005,0.014,0,0.121,0.062,0.057,0.025,0,0.029,0.001,0.002,0.001
444,290,0.005,16,0,36,13.5,13.215,1.114,0,0.451,0.019,0.039,0.06,0,0.15,0.068,0.07,0.027,0,0.044,0.01,0.01,0.005
3509,1718,0.001,238,0,38,12,11.623,0.897,0,0.19,0.002,0.005,0.013,0,0.135,0.075,0.071,0.025,0,0.045,0.001,0.002,0.002
1943,988,0.001,261,0,31,11,11.355,3.971,0,0.3,0.002,0.007,0.019,0,0.116,0.069,0.064,0.022,0,0.039,0.003,0.003,0.003
757,419,0.004,69,0,24,9,9.613,3.934,0,0.382,0.005,0.014,0.035,0,0.173,0.088,0.076,0.039,0,0.076,0.007,0.008,0.006
3420,1553,0.001,68,0,31,10,10.344,3.481,0,0.323,0.002,0.005,0.016,0,0.161,0.095,0.092,0.022,0,0.047,0.002,0.002,0.003
6303,3023,0,620,0,34,11,11.66,4.235,0,0.292,0,0.002,0.012,0,0.142,0.078,0.069,0.032,0,0.068,0,0.001,0.002
261,168,0.009,69,0,19,8,8.074,3.544,0,0.283,0.006,0.02,0.039,0,0.144,0.072,0.062,0.034,0,0.077,0.017,0.018,0.009
4926,3304,0,1498,0,35,11,11.208,4.108,0,0.18,0,0.001,0.006,0,0.104,0.05,0.036,0.03,0,0.052,0,0,0.001
3584,1652,0.001,200,0,29,11,9.917,0.812,0,0.226,0.001,0.005,0.015,0,0.139,0.085,0.08,0.026,0,0.084,0.002,0.002,0.004
816,481,0.003,81,0,36,13,12.932,5.049,0,0.184,0.007,0.018,0.028,0,0.121,0.065,0.06,0.023,0,0.033,0.006,0.007,0.003
19703,9353,0,1478,0,101,12,12.988,5.903,0,0.231,0,0.001,0.005,0,0.151,0.069,0.064,0.027,0,0.017,0,0,0
1446,729,0.002,137,0,48,16,17.136,7.973,0,0.214,0.004,0.016,0.028,0,0.122,0.046,0.046,0.02,0,0.028,0.004,0.005,0.003
28982,13038,0,1018,0,34,9,9.396,2.96,0,0.205,0,0,0.005,0,0.186,0.104,0.099,0.03,0,0.046,0,0,0.001
19,20,0.05,20,0,4,0.5,0.74,0.455,0,0.017,0,0.004,0.005,0,0.203,0.07,0.062,0.054,0,0.157,0.105,0.1,0.052
3632,1880,0.001,253,0,31,12,11.687,3.502,0,0.178,0.001,0.004,0.011,0,0.133,0.078,0.073,0.025,0,0.029,0.001,0.002,0.001
839,478,0.003,67,0,49,11,12.471,6.776,0,0.425,0.006,0.017,0.034,0,0.166,0.071,0.066,0.038,0,0.079,0.006,0.007,0.005
10624,5308,0,380,0,50,15,15.482,5.702,0,0.327,0,0.002,0.01,0,0.112,0.063,0.061,0.019,0,0.019,0,0,0
1493,845,0.002,354,0,36,12,11.974,5.16,0,0.264,0.001,0.006,0.018,0,0.129,0.051,0.048,0.031,0,0.074,0.003,0.004,0.004
152,174,0.005,168,0,10,2,2.24,2.245,0,0.004,0,0,0,0,0.092,0.005,0.007,0.011,0,0.063,0.011,0.01,0.008
379,236,0.006,95,0,27,10,10.358,5.048,0,0.212,0.003,0.018,0.031,0,0.104,0.051,0.047,0.026,0,0.055,0.012,0.013,0.006
644,350,0.005,70,0,26,10,9.76,3.915,0,0.319,0.008,0.018,0.03,0,0.146,0.084,0.078,0.029,0,0.08,0.008,0.01,0.006
903,586,0.002,325,0,45,11,10.191,3.298,0,0.248,0.001,0.009,0.022,0,0.102,0.034,0.032,0.027,0,0.046,0.005,0.005,0.003
295,192,0.008,92,0,31,9,10.774,7.385,0,0.083,0.002,0.011,0.021,0,0.116,0.027,0.026,0.013,0,0.062,0.015,0.016,0.006
3692,1770,0.001,161,0,29,9,8.877,2.765,0,0.336,0.001,0.003,0.017,0,0.225,0.107,0.103,0.034,0,0.078,0.002,0.002,0.003
1628,655,0.003,68,0,29,9,10.498,5.139,0,0.282,0.004,0.012,0.032,0,0.157,0.095,0.087,0.031,0,0.105,0.006,0.007,0.008
3189,2239,0,1576,0,32,11,11.522,4.68,0,0.115,0,0,0.004,0,0.084,0,0.015,0.016,0,0.057,0.001,0.001,0.001
13146,6021,0,1408,0,33,9,9.638,3.26,0,0.278,0,0,0.007,0,0.173,0.083,0.072,0.039,0,0.052,0,0,0.001
4542,2433,0,458,0,59,15,16.628,7.092,0,0.188,0.001,0.004,0.012,0,0.111,0.054,0.048,0.022,0,0.017,0.001,0.001,0.001
176,123,0.011,121,0,13,5,5.039,2.951,0,0.063,0,0.004,0.011,0,0.125,0.029,0.027,0.018,0,0.262,0.016,0.023,0.026
17327,7977,0,1509,0,667,12,12.995,19.111,0,0.213,0,0.001,0.005,0,0.132,0.07,0.061,0.03,0,0.037,0,0,0.001
293,176,0.009,52,0,34,10,11.298,6.673,0,0.242,0.01,0.036,0.055,0,0.152,0.063,0.06,0.033,0,0.068,0.017,0.019,0.009
16687,8844,0,530,0,293,22,22.187,8.758,0,0.334,0,0.002,0.01,0,0.092,0.043,0.042,0.015,0,0.054,0,0,0.001
1363,809,0.002,257,0,37,13,13.088,5.139,0,0.275,0.002,0.009,0.021,0,0.108,0.058,0.05,0.028,0,0.042,0.003,0.004,0.003
212,145,0.01,145,0,17,6,6.126,3.878,0,0.086,0.002,0.006,0.015,0,0.157,0.012,0.035,0.036,0,0.145,0.02,0.02,0.013
15474,6462,0,470,0,40,9,9.831,3.467,0,0.348,0,0.001,0.008,0,0.178,0.101,0.097,0.024,0,0.074,0,0,0.001
660,348,0.005,45,0,23,9,9.375,3.474,0,0.29,0.013,0.019,0.028,0,0.157,0.096,0.089,0.03,0,0.043,0.011,0.01,0.004
482,291,0.005,130,0,32,11,11.125,5.601,0,0.148,0.002,0.014,0.023,0,0.136,0.044,0.042,0.03,0,0.041,0.01,0.011,0.005
251,169,0.008,113,0,15,5,3.91,1.079,0,0.048,0.002,0.004,0.007,0,0.088,0.03,0.03,0.02,0,0.053,0.017,0.017,0.007
3097,2049,0,1047,0,78,16,19.597,13.241,0,0.029,0,0.001,0.003,0,0.029,0.006,0.006,0.006,0,0.01,0.001,0.001,0
2496,1287,0.001,118,0,32,12,11.929,4.185,0,0.335,0.003,0.007,0.018,0,0.162,0.079,0.078,0.025,0,0.037,0.002,0.003,0.002
6077,2692,0,205,0,37,8,8.632,2.784,0,0.292,0,0.002,0.013,0,0.186,0.11,0.106,0.029,0,0.082,0.001,0.001,0.003
260,165,0.009,36,0,23,8,8.595,3.7,0,0.237,0.016,0.031,0.042,0,0.141,0.089,0.079,0.036,0,0.06,0.018,0.019,0.008
11283,5993,0,1268,0,67,13,14.854,6.947,0,0.308,0,0.001,0.007,0,0.141,0.057,0.049,0.029,0,0.037,0,0,0.001
21015,9327,0,1787,0,208,14,15.813,15.684,0,0.194,0,0.001,0.004,0,0.145,0.061,0.055,0.025,0,0.017,0,0,0
2348,975,0.002,97,0,35,13,13.7,5.59,0,0.215,0.002,0.011,0.024,0,0.134,0.071,0.068,0.026,0,0.138,0.004,0.004,0.009
598,315,0.006,77,0,25,10,9.855,4.256,0,0.285,0.005,0.018,0.034,0,0.136,0.08,0.067,0.035,0,0.181,0.012,0.012,0.014
7199,3401,0,348,0,35,11,10.621,0.812,0,0.133,0,0.002,0.009,0,0.136,0.083,0.079,0.023,0,0.046,0,0.001,0.001
264,254,0.004,213,0,16,4,4.403,3.515,0,0.004,0,0,0,0,0.052,0.006,0.006,0.006,0,0.035,0.007,0.008,0.005
11283,5993,0,1268,0,67,13,14.854,6.947,0,0.308,0,0.001,0.007,0,0.141,0.057,0.049,0.029,0,0.037,0,0,0.001
845,437,0.004,88,0,30,10,10.891,5.714,0,0.338,0.004,0.016,0.036,0,0.184,0.081,0.077,0.037,0,0.082,0.006,0.008,0.007
4416,2405,0,402,0,64,18,18.708,8.098,0,0.39,0.001,0.005,0.017,0,0.091,0.049,0.044,0.021,0,0.024,0.001,0.001,0.001
6058,2931,0,200,0,41,13,13.084,4.867,0,0.355,0.001,0.003,0.014,0,0.167,0.074,0.075,0.025,0,0.028,0.001,0.001,0.001
5716,2529,0,300,0,32,10,9.892,3.241,0,0.271,0,0.003,0.012,0,0.156,0.095,0.09,0.026,0,0.047,0.001,0.001,0.002
237,149,0.01,71,0,30,7,6.988,2.271,0,0.162,0.006,0.024,0.035,0,0.2,0.039,0.051,0.043,0,0.067,0.02,0.021,0.01
901,466,0.004,119,0,47,16,16.723,8.985,0,0.252,0.004,0.021,0.041,0,0.091,0.047,0.041,0.022,0,0.045,0.006,0.008,0.005
1104,622,0.002,197,0,33,11,11.681,4.644,0,0.26,0.004,0.011,0.022,0,0.139,0.064,0.059,0.031,0,0.032,0.004,0.005,0.003
24206,11041,0,1987,0,44,15,15.731,4.396,0,0.163,0,0.001,0.005,0,0.182,0.058,0.052,0.021,0,0.054,0,0,0
1530,854,0.002,152,0,31,11,10.269,1.165,0,0.166,0.004,0.009,0.018,0,0.122,0.074,0.064,0.03,0,0.029,0.003,0.004,0.002
11773,5912,0,1178,0,34,11,10.85,3.531,0,0.334,0,0.001,0.008,0,0.154,0.085,0.073,0.036,0,0.052,0,0,0.001
1944,985,0.002,162,0,28,10,10.175,3.513,0,0.31,0.002,0.007,0.02,0,0.179,0.088,0.082,0.036,0,0.065,0.003,0.004,0.003
1441,683,0.003,71,0,24,8,7.758,0.758,0,0.405,0.003,0.009,0.027,0,0.194,0.103,0.1,0.03,0.001,0.108,0.005,0.006,0.007
3854,1753,0.001,212,0,36,9,9.002,3.215,0,0.272,0.001,0.003,0.015,0,0.2,0.104,0.097,0.032,0,0.068,0.002,0.002,0.003
8381,3693,0,178,0,43,10,10.712,4.157,0,0.214,0,0.002,0.009,0,0.16,0.097,0.092,0.024,0,0.037,0.001,0.001,0.001
4091,1815,0.001,103,0,35,8,8.543,2.849,0,0.361,0.001,0.003,0.017,0,0.201,0.116,0.113,0.028,0,0.125,0.001,0.002,0.004
481,269,0.006,48,0,36,13,13.489,6.445,0,0.293,0.01,0.035,0.06,0,0.132,0.063,0.058,0.027,0,0.055,0.011,0.013,0.007
720,367,0.005,41,0,24,10,9.846,3.801,0,0.212,0.009,0.019,0.029,0,0.15,0.088,0.085,0.029,0,0.098,0.008,0.01,0.009
23455,9953,0,1447,0,101,12,12.979,5.738,0,0.208,0,0,0.004,0,0.152,0.071,0.066,0.025,0,0.018,0,0,0
306,186,0.008,65,0,33,11,11.428,6.574,0,0.225,0.003,0.022,0.036,0,0.099,0.038,0.039,0.023,0,0.048,0.016,0.017,0.007
2716,1317,0.001,203,0,42,11,11.513,4.454,0,0.177,0.002,0.006,0.015,0,0.14,0.083,0.074,0.03,0,0.031,0.002,0.003,0.002
10711,5169,0,430,0,45,12,12.439,4.377,0,0.26,0,0.001,0.009,0,0.147,0.077,0.075,0.026,0,0.03,0,0,0.001
6935,3209,0,225,0,32,11,10.701,3.237,0,0.292,0,0.002,0.011,0,0.169,0.092,0.087,0.025,0,0.037,0,0.001,0.001
3068,1475,0.001,49,0,32,9,10.192,0.73,0,0.552,0.001,0.006,0.026,0,0.206,0.102,0.099,0.03,0,0.125,0.002,0.002,0.005
1486,876,0.001,255,0,35,13,13.47,5.357,0,0.301,0.002,0.009,0.021,0,0.115,0.057,0.051,0.028,0,0.041,0.003,0.003,0.002
7189,3299,0,283,0,36,9,9.217,2.882,0,0.281,0,0.002,0.011,0,0.186,0.106,0.101,0.028,0,0.054,0.001,0.001,0.002
3884,1767,0.001,737,0,64,11,14.247,8.695,0,0.276,0,0.003,0.017,0,0.104,0.041,0.034,0.028,0,0.284,0.001,0.002,0.011
1050,609,0.002,93,0,48,13,14.39,6.922,0,0.194,0.005,0.017,0.028,0,0.137,0.063,0.059,0.027,0,0.044,0.004,0.005,0.003
481,356,0.003,290,0,26,7,7.935,5.441,0,0.027,0,0.001,0.003,0,0.091,0.006,0.01,0.011,0,0.047,0.008,0.007,0.004
1475,1418,0,1227,0,48,10,12.068,9.282,0,0.003,0,0,0,0,0.075,0.001,0.002,0.003,0,0.059,0.001,0.001,0.001
798,439,0.004,115,0,23,8,7.019,0.975,0,0.248,0.005,0.011,0.024,0,0.154,0.084,0.077,0.033,0,0.054,0.006,0.008,0.006
536,325,0.005,99,0,31,13,12.642,5.867,0,0.179,0.003,0.016,0.03,0,0.111,0.046,0.038,0.023,0,0.04,0.009,0.01,0.004
3444,1574,0.001,214,0,49,9,10.188,5.059,0,0.329,0.001,0.004,0.017,0,0.152,0.093,0.086,0.03,0,0.111,0.002,0.002,0.004
1065,554,0.003,87,0,26,10,10.53,3.769,0,0.165,0.005,0.014,0.024,0,0.133,0.082,0.079,0.024,0,0.037,0.005,0.006,0.004
4568,2430,0,510,0,51,16,16.519,6.483,0,0.411,0.001,0.004,0.015,0,0.1,0.052,0.048,0.022,0,0.02,0.001,0.001,0.001
839,478,0.003,67,0,49,11,12.471,6.776,0,0.425,0.006,0.017,0.034,0,0.166,0.071,0.066,0.038,0,0.079,0.006,0.007,0.005
901,522,0.003,112,0,36,9,9.825,1.329,0,0.443,0.005,0.014,0.033,0,0.126,0.072,0.063,0.029,0,0.044,0.005,0.006,0.003
66,55,0.022,55,0,6,2,1.871,1.432,0,0.01,0,0.001,0.002,0,0.16,0.024,0.034,0.029,0,0.111,0.037,0.044,0.02
549,322,0.005,46,0,26,10,9.47,1.142,0,0.325,0.013,0.023,0.035,0,0.164,0.08,0.076,0.033,0,0.062,0.009,0.01,0.006
1392,699,0.002,197,0,38,11,11.073,2.427,0,0.209,0.001,0.01,0.025,0,0.115,0.049,0.048,0.025,0,0.078,0.004,0.005,0.005
3126,1397,0.001,129,0,40,10,10.232,3.92,0,0.225,0.001,0.005,0.019,0,0.173,0.097,0.092,0.029,0,0.114,0.002,0.003,0.005
823,360,0.006,102,0,32,12,11.529,6.015,0,0.216,0.004,0.019,0.043,0,0.103,0.069,0.06,0.027,0,0.192,0.008,0.012,0.014
737,402,0.004,60,0,36,11,11.675,5.123,0,0.316,0.01,0.021,0.036,0,0.128,0.076,0.072,0.027,0,0.047,0.007,0.009,0.005
675,363,0.005,67,0,36,9,8.668,1.212,0,0.309,0.007,0.018,0.035,0,0.147,0.082,0.076,0.032,0,0.085,0.011,0.01,0.007
5174,2390,0,409,0,41,16,16.438,6.093,0,0.297,0.001,0.005,0.015,0,0.114,0.055,0.051,0.022,0,0.04,0.001,0.001,0.002
3363,1491,0.001,70,0,33,10,10.569,3.919,0,0.361,0.002,0.006,0.018,0,0.164,0.096,0.091,0.024,0,0.045,0.002,0.003,0.003
10249,5203,0,1268,0,56,16,16.444,6.067,0,0.136,0,0.001,0.005,0,0.109,0.043,0.036,0.023,0,0.029,0,0,0
870,462,0.004,70,0,25,10,10.416,3.783,0,0.36,0.007,0.016,0.03,0,0.165,0.08,0.078,0.03,0,0.058,0.006,0.008,0.004
11249,4917,0,303,0,44,12,11.855,0.734,0,0.271,0,0.002,0.009,0,0.15,0.078,0.077,0.024,0,0.039,0,0,0.001
1116,563,0.003,111,0,38,10,10.531,4.45,0,0.246,0.003,0.011,0.025,0,0.125,0.075,0.067,0.029,0,0.049,0.007,0.007,0.005
3057,1394,0.001,178,0,40,10,10.953,4.5,0,0.338,0.001,0.005,0.018,0,0.151,0.082,0.077,0.027,0,0.047,0.002,0.003,0.003
156,104,0.014,92,0,15,3.5,3.444,0.935,0,0.053,0.005,0.011,0.013,0,0.154,0.038,0.046,0.034,0,0.058,0.029,0.029,0.01
498,302,0.005,232,0,16,7,6.764,3.228,0,0.076,0,0.003,0.01,0,0.099,0.017,0.032,0.031,0,0.076,0.009,0.01,0.009
418,214,0.009,30,0,17,7,7.201,2.728,0,0.404,0.016,0.022,0.04,0,0.256,0.117,0.11,0.048,0,0.145,0.018,0.018,0.013
450,242,0.007,33,0,20,8,8.274,2.971,0,0.149,0.017,0.023,0.025,0,0.16,0.104,0.096,0.036,0,0.041,0.016,0.015,0.006
81,70,0.016,55,0,13,1,2.018,1.05,0,0.049,0,0.007,0.011,0,0.09,0.028,0.035,0.028,0,0.057,0.028,0.033,0.017
